                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.67533,                0.59683,                 1.1886,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                     56,                0.68171,                0.61115,                 1.1771,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                     57,                 0.6764,                0.59873,                 1.1849,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                     58,                 0.6645,                0.58834,                 1.1796,                0.56923,                0.00412,                0.02455,                0.02288,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                     59,                0.66734,                0.58043,                 1.1776,                0.28366,                0.00412,                0.03354,                0.03015,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                     60,                0.65446,                 0.5745,                  1.169,                0.28277,                0.00412,                0.01755,                0.01696,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                     61,                0.64686,                0.57437,                 1.1681,                0.27045,                0.00412,                0.02979,                0.02778,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                     62,                0.64041,                0.57329,                 1.1626,                0.42651,                0.00412,                0.03354,                0.03127,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                     63,                0.62943,                0.55445,                 1.1518,                0.14059,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                     64,                0.63644,                0.56281,                 1.1638,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                     65,                0.62139,                0.55274,                 1.1512,                0.14072,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                     66,                0.62907,                 0.5345,                  1.147,                0.14084,                0.00412,                0.03853,                0.03718,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                     67,                0.62107,                0.54167,                 1.1531,                0.28364,                0.00412,                0.02688,                0.02505,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
                     68,                0.60768,                0.51577,                 1.1371,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                     69,                0.60158,                0.53699,                 1.1304,                0.28359,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                     70,                0.60547,                0.51994,                 1.1308,                0.14083,                0.00412,                0.05601,                0.05223,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                     71,                0.58548,                 0.5105,                 1.1228,                0.14072,                0.00412,                0.05601,                0.05226,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
