                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 0.6723,                 0.5867,                 1.1552,                0.14286,                0.00412,                0.07349,                0.06614,                    nan,                    nan,                    nan,             0.00051304,             0.00051304,             0.00051304
                     46,                0.68261,                0.58801,                 1.1687,                0.42658,                0.00412,                0.01591,                0.01536,                    nan,                    nan,                    nan,             0.00050404,             0.00050404,             0.00050404
                     47,                0.66944,                0.58029,                 1.1554,                0.56942,                0.00412,                0.02455,                0.02367,                    nan,                    nan,                    nan,             0.00049504,             0.00049504,             0.00049504
                     48,                 0.6688,                0.56587,                 1.1498,                0.71221,                0.00412,                0.05601,                0.05226,                    nan,                    nan,                    nan,             0.00048604,             0.00048604,             0.00048604
                     49,                0.66638,                0.56217,                 1.1529,                 0.4265,                0.00412,                0.01755,                0.01565,                    nan,                    nan,                    nan,             0.00047704,             0.00047704,             0.00047704
                     50,                0.65731,                0.55203,                 1.1448,                0.28371,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00046804,             0.00046804,             0.00046804
                     51,                0.64326,                0.54191,                 1.1389,                0.14086,                0.00412,                0.03354,                0.03011,                    nan,                    nan,                    nan,             0.00045904,             0.00045904,             0.00045904
                     52,                0.65443,                0.54379,                 1.1406,                0.28372,                0.00412,                0.05601,                0.04855,                    nan,                    nan,                    nan,             0.00045005,             0.00045005,             0.00045005
                     53,                0.64364,                 0.5314,                 1.1322,                0.14286,                0.00412,                0.07349,                0.06614,                    nan,                    nan,                    nan,             0.00044105,             0.00044105,             0.00044105
                     54,                0.63666,                0.52248,                 1.1243,                0.71223,                0.00412,                0.03853,                0.03596,                    nan,                    nan,                    nan,             0.00043205,             0.00043205,             0.00043205
                     55,                0.63024,                0.50543,                 1.1224,                0.14087,                0.00412,                0.05601,                0.05041,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                     56,                0.61188,                0.49571,                 1.1082,                0.14286,                0.00412,                0.07349,                0.06369,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                     57,                0.61591,                0.50817,                 1.1177,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                     58,                0.61067,                 0.5032,                 1.1095,                0.14084,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                     59,                0.60386,                0.48562,                  1.109,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                     60,                0.58951,                0.49363,                 1.0996,                 0.2837,                0.00412,                0.04552,                0.04394,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                     61,                 0.5862,                0.48287,                 1.1095,                0.14286,                0.00412,                0.07349,                0.06854,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                     62,                0.58165,                0.47202,                 1.0951,                0.28367,                0.00412,                0.05601,                0.05226,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                     63,                0.57851,                0.46581,                 1.0973,                0.28363,                0.00412,                0.03853,                0.03853,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                     64,                0.56529,                 0.4591,                 1.0912,                0.14086,                0.00412,                0.03853,                0.03853,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                     65,                0.57356,                0.45554,                 1.0882,                0.14078,                0.00412,                0.05601,                0.05222,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                     66,                0.56355,                0.44782,                  1.082,                0.14286,                0.00412,                0.07349,                0.06614,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                     67,                0.55494,                0.44896,                  1.086,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
                     68,                0.55432,                0.43512,                  1.074,                0.14077,                0.00412,                0.03354,                0.03237,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                     69,                0.54085,                 0.4382,                 1.0662,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                     70,                0.53242,                0.42855,                 1.0635,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                     71,                0.53495,                0.43729,                 1.0688,                0.14087,                0.00412,                0.05601,                0.05416,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
                     72,                0.53083,                0.42569,                 1.0622,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                     73,                0.52811,                0.42201,                 1.0611,                0.14286,                0.00412,                0.07349,                0.06854,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                     74,                0.52398,                0.41532,                 1.0638,                0.14086,                0.00412,                0.05601,                0.05411,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                     75,                0.51818,                0.40809,                 1.0583,                0.28319,                0.00412,                0.05601,                0.05222,                    nan,                    nan,                    nan,             0.00024307,             0.00024307,             0.00024307
                     76,                0.49498,                0.38986,                 1.0471,                0.42648,                0.00412,                0.04552,                0.04552,                    nan,                    nan,                    nan,             0.00023407,             0.00023407,             0.00023407
                     77,                0.50087,                 0.3976,                 1.0433,                 0.2837,                0.00412,                0.05601,                0.05601,                    nan,                    nan,                    nan,             0.00022507,             0.00022507,             0.00022507
                     78,                0.49779,                0.39768,                 1.0435,                0.14286,                0.00412,                0.07349,                0.07099,                    nan,                    nan,                    nan,             0.00021607,             0.00021607,             0.00021607
                     79,                 0.4879,                0.38585,                 1.0382,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00020707,             0.00020707,             0.00020707
                     80,                 0.4815,                0.37272,                 1.0376,                0.14085,                0.00412,                0.05601,                0.05411,                    nan,                    nan,                    nan,             0.00019807,             0.00019807,             0.00019807
                     81,                0.48364,                0.37817,                  1.032,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             0.00018907,             0.00018907,             0.00018907
                     82,                0.47871,                0.37257,                  1.032,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             0.00018007,             0.00018007,             0.00018007
                     83,                0.47729,                0.37242,                 1.0278,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             0.00017107,             0.00017107,             0.00017107
                     84,                0.47854,                0.37296,                 1.0308,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00016207,             0.00016207,             0.00016207
                     85,                0.46368,                0.35909,                 1.0228,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00015308,             0.00015308,             0.00015308
                     86,                0.45985,                0.35709,                  1.022,                0.14084,                0.00412,                0.05601,                0.05408,                    nan,                    nan,                    nan,             0.00014408,             0.00014408,             0.00014408
                     87,                0.45149,                0.35336,                 1.0183,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             0.00013508,             0.00013508,             0.00013508
                     88,                0.44706,                0.35161,                 1.0148,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             0.00012608,             0.00012608,             0.00012608
                     89,                0.44241,                0.34619,                 1.0162,                0.14088,                0.00412,                0.05601,                0.05601,                    nan,                    nan,                    nan,             0.00011708,             0.00011708,             0.00011708
                     90,                 0.4393,                0.33836,                 1.0082,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00010808,             0.00010808,             0.00010808
                     91,                0.34016,                0.25283,                0.94999,                0.14286,                0.00412,                0.07349,                0.07349,                    nan,                    nan,                    nan,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     92,                0.32011,                 0.2303,                0.93532,                0.14286,                0.00412,                0.07349,                0.06854,                    nan,                    nan,                    nan,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     93,                0.32088,                0.22889,                0.93679,                0.14286,                0.00412,                0.07349,                0.06854,                    nan,                    nan,                    nan,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     94,                0.30771,                0.22318,                0.91979,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     95,                  0.303,                0.21968,                0.91715,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     96,                0.29758,                  0.215,                 0.9154,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     97,                0.29179,                0.20851,                0.91307,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     98,                0.28736,                0.20335,                0.91305,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             3.6087e-05,             3.6087e-05,             3.6087e-05
                     99,                0.28419,                0.20238,                0.90845,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    100,                0.28092,                0.20171,                0.90556,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             1.8089e-05,             1.8089e-05,             1.8089e-05
