                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1793,                 1.6332,                 1.5976,                0.72406,                0.51457,                0.56155,                0.39398,                    nan,                    nan,                    nan,             0.00080101,             0.00080101,             0.00080101
                     14,                 1.1564,                 1.6354,                 1.5817,                0.79402,                0.53001,                0.59956,                0.42545,                    nan,                    nan,                    nan,             0.00079201,             0.00079201,             0.00079201
                     15,                 1.1301,                 1.6029,                 1.5598,                0.71629,                0.55861,                0.60301,                0.43135,                    nan,                    nan,                    nan,             0.00078301,             0.00078301,             0.00078301
                     16,                 1.1213,                 1.4768,                 1.5651,                0.82638,                0.53906,                0.61141,                0.46028,                    nan,                    nan,                    nan,             0.00077401,             0.00077401,             0.00077401
                     17,                 1.0922,                 1.4723,                 1.5459,                 0.8847,                0.51036,                0.61765,                0.45567,                    nan,                    nan,                    nan,             0.00076501,             0.00076501,             0.00076501
                     18,                 1.1036,                 1.4635,                 1.5588,                0.82026,                0.53269,                0.60689,                0.43793,                    nan,                    nan,                    nan,             0.00075602,             0.00075602,             0.00075602
                     19,                 1.0582,                 1.4036,                 1.5043,                0.78444,                0.54734,                0.61522,                 0.4611,                    nan,                    nan,                    nan,             0.00074702,             0.00074702,             0.00074702
                     20,                 1.0549,                 1.4075,                 1.4998,                 0.8384,                0.55968,                0.62467,                0.47179,                    nan,                    nan,                    nan,             0.00073802,             0.00073802,             0.00073802
                     21,                 1.0397,                 1.3224,                 1.4888,                 0.9403,                0.53814,                0.64029,                0.47499,                    nan,                    nan,                    nan,             0.00072902,             0.00072902,             0.00072902
                     22,                 1.0261,                 1.2701,                   1.48,                0.87635,                0.54536,                0.63567,                0.48742,                    nan,                    nan,                    nan,             0.00072002,             0.00072002,             0.00072002
                     23,                 1.0168,                 1.2803,                 1.4723,                 0.8513,                0.59602,                0.65825,                0.49637,                    nan,                    nan,                    nan,             0.00071102,             0.00071102,             0.00071102
                     24,                0.99089,                 1.2466,                 1.4561,                0.81717,                0.57595,                0.64154,                0.50056,                    nan,                    nan,                    nan,             0.00070202,             0.00070202,             0.00070202
                     25,                 0.9778,                 1.1868,                 1.4462,                0.88068,                0.57764,                0.65121,                0.50913,                    nan,                    nan,                    nan,             0.00069302,             0.00069302,             0.00069302
                     26,                0.96364,                 1.2071,                 1.4359,                0.87923,                 0.5307,                0.63017,                0.49911,                    nan,                    nan,                    nan,             0.00068402,             0.00068402,             0.00068402
                     27,                0.95598,                 1.1672,                 1.4383,                0.87682,                0.56515,                0.65205,                0.51788,                    nan,                    nan,                    nan,             0.00067502,             0.00067502,             0.00067502
                     28,                0.96374,                 1.1206,                  1.432,                0.83534,                0.59287,                0.64939,                0.49914,                    nan,                    nan,                    nan,             0.00066602,             0.00066602,             0.00066602
                     29,                0.93799,                 1.1171,                 1.4243,                0.90491,                 0.5997,                0.67439,                0.53536,                    nan,                    nan,                    nan,             0.00065703,             0.00065703,             0.00065703
                     30,                0.93941,                 1.0831,                 1.4176,                0.82755,                0.60427,                0.65662,                 0.5051,                    nan,                    nan,                    nan,             0.00064803,             0.00064803,             0.00064803
                     31,                0.92657,                 1.0905,                 1.4045,                0.86976,                0.59353,                0.66907,                0.53148,                    nan,                    nan,                    nan,             0.00063903,             0.00063903,             0.00063903
                     32,                0.92024,                 1.0592,                 1.3945,                0.88532,                0.59087,                0.66567,                0.53586,                    nan,                    nan,                    nan,             0.00063003,             0.00063003,             0.00063003
                     33,                0.90113,                 1.0309,                 1.3823,                0.89829,                 0.5959,                0.67142,                0.53553,                    nan,                    nan,                    nan,             0.00062103,             0.00062103,             0.00062103
                     34,                0.89569,                 1.0218,                   1.38,                0.90691,                  0.606,                0.67687,                0.54452,                    nan,                    nan,                    nan,             0.00061203,             0.00061203,             0.00061203
                     35,                0.90199,                 1.0113,                 1.3796,                0.93152,                0.60457,                0.68583,                 0.5499,                    nan,                    nan,                    nan,             0.00060303,             0.00060303,             0.00060303
                     36,                0.86544,                0.95969,                 1.3618,                0.89157,                0.60805,                0.67893,                0.54532,                    nan,                    nan,                    nan,             0.00059403,             0.00059403,             0.00059403
                     37,                0.87708,                0.98131,                 1.3536,                0.87455,                0.60469,                0.67424,                 0.5415,                    nan,                    nan,                    nan,             0.00058503,             0.00058503,             0.00058503
                     38,                0.85754,                0.93574,                 1.3426,                0.88532,                0.62034,                0.67589,                 0.5369,                    nan,                    nan,                    nan,             0.00057603,             0.00057603,             0.00057603
                     39,                0.87384,                0.95431,                 1.3475,                0.92718,                0.57438,                  0.664,                0.53506,                    nan,                    nan,                    nan,             0.00056703,             0.00056703,             0.00056703
                     40,                0.84841,                0.90586,                 1.3422,                0.93712,                0.58468,                0.67625,                0.54561,                    nan,                    nan,                    nan,             0.00055804,             0.00055804,             0.00055804
                     41,                0.85579,                0.91319,                 1.3319,                0.91588,                0.61374,                 0.6835,                  0.567,                    nan,                    nan,                    nan,             0.00054904,             0.00054904,             0.00054904
                     42,                0.82034,                0.87407,                   1.32,                0.90443,                0.60766,                0.67639,                0.55643,                    nan,                    nan,                    nan,             0.00054004,             0.00054004,             0.00054004
                     43,                0.81236,                0.86905,                 1.3117,                0.90195,                0.60813,                 0.6812,                0.56527,                    nan,                    nan,                    nan,             0.00053104,             0.00053104,             0.00053104
                     44,                0.82111,                0.86329,                 1.3173,                  0.929,                0.61108,                0.69346,                0.57501,                    nan,                    nan,                    nan,             0.00052204,             0.00052204,             0.00052204
                     45,                0.82064,                0.85926,                 1.3119,                0.93469,                0.59513,                0.67313,                0.54823,                    nan,                    nan,                    nan,             0.00051304,             0.00051304,             0.00051304
                     46,                0.79493,                0.83317,                 1.2954,                0.90822,                0.61755,                0.69068,                0.56721,                    nan,                    nan,                    nan,             0.00050404,             0.00050404,             0.00050404
                     47,                0.79662,                0.85445,                 1.2955,                0.91273,                0.61091,                0.69453,                0.57582,                    nan,                    nan,                    nan,             0.00049504,             0.00049504,             0.00049504
                     48,                0.79292,                0.82699,                 1.2845,                 0.9192,                0.60427,                0.68847,                0.56832,                    nan,                    nan,                    nan,             0.00048604,             0.00048604,             0.00048604
                     49,                0.78472,                0.80218,                 1.2847,                0.94043,                0.60868,                0.69094,                0.57332,                    nan,                    nan,                    nan,             0.00047704,             0.00047704,             0.00047704
                     50,                0.77551,                0.76893,                 1.2766,                0.94828,                0.61802,                0.70513,                0.58585,                    nan,                    nan,                    nan,             0.00046804,             0.00046804,             0.00046804
                     51,                0.75683,                0.76336,                 1.2696,                0.93348,                0.60463,                0.69469,                0.57156,                    nan,                    nan,                    nan,             0.00045904,             0.00045904,             0.00045904
                     52,                0.76401,                0.78273,                 1.2661,                 0.9317,                0.61641,                0.70143,                0.57978,                    nan,                    nan,                    nan,             0.00045005,             0.00045005,             0.00045005
                     53,                0.74992,                0.74963,                 1.2599,                0.91764,                0.59279,                0.69012,                 0.5746,                    nan,                    nan,                    nan,             0.00044105,             0.00044105,             0.00044105
                     54,                0.74014,                0.72173,                 1.2438,                0.90452,                0.61289,                0.69376,                 0.5767,                    nan,                    nan,                    nan,             0.00043205,             0.00043205,             0.00043205
                     55,                0.72584,                0.70782,                 1.2502,                0.91555,                0.60561,                0.69045,                0.57406,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                     56,                 0.7268,                0.73719,                 1.2357,                0.94827,                0.60618,                0.70317,                0.58517,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                     57,                0.72973,                0.71764,                 1.2467,                0.95058,                0.61968,                0.70973,                0.58653,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                     58,                0.70674,                0.69751,                  1.233,                 0.9435,                0.61467,                 0.7004,                0.59262,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                     59,                0.70985,                 0.6953,                 1.2266,                0.92188,                0.62541,                0.70248,                0.58768,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                     60,                0.71358,                0.69174,                 1.2278,                0.95387,                0.62519,                0.70519,                0.59817,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                     61,                0.69045,                0.67882,                  1.221,                0.96115,                0.61184,                0.69987,                0.59019,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                     62,                 0.6838,                0.66842,                 1.2137,                0.95743,                0.63026,                0.71749,                0.60631,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                     63,                0.67714,                0.66899,                 1.2048,                0.93442,                0.62097,                0.71521,                 0.6028,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                     64,                0.67807,                0.67194,                 1.2129,                0.93995,                0.61746,                 0.7119,                0.60112,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                     65,                0.66224,                0.65373,                  1.197,                0.92109,                0.62241,                0.71612,                0.60204,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                     66,                0.65938,                0.62653,                 1.1879,                0.90421,                0.64198,                0.71468,                0.60596,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                     67,                0.65821,                0.62304,                 1.1991,                0.94128,                0.62188,                0.70978,                0.59884,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
                     68,                0.64486,                0.60169,                 1.1833,                0.91648,                0.63967,                0.71657,                0.60256,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                     69,                0.64786,                0.64208,                 1.1826,                0.91715,                0.62842,                0.71162,                0.60402,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                     70,                0.64828,                0.61726,                 1.1766,                0.92624,                0.63705,                0.71148,                0.59773,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                     71,                0.63268,                0.59331,                 1.1722,                0.92063,                0.62929,                0.71274,                0.60988,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
                     72,                0.62486,                0.58643,                 1.1644,                0.92201,                0.63806,                  0.719,                0.61714,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                     73,                0.60931,                 0.5583,                 1.1539,                 0.9487,                0.63487,                0.72721,                0.61528,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                     74,                0.60486,                0.57426,                 1.1587,                0.91831,                0.64823,                0.72042,                0.61171,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                     75,                0.61713,                0.57817,                 1.1662,                0.93706,                0.64072,                 0.7253,                0.62249,                    nan,                    nan,                    nan,             0.00024307,             0.00024307,             0.00024307
                     76,                0.59785,                0.56224,                 1.1483,                0.95363,                0.63108,                0.71142,                0.61221,                    nan,                    nan,                    nan,             0.00023407,             0.00023407,             0.00023407
                     77,                0.59497,                0.56612,                 1.1388,                0.94954,                0.63349,                0.71825,                0.61262,                    nan,                    nan,                    nan,             0.00022507,             0.00022507,             0.00022507
                     78,                0.58385,                0.56177,                 1.1404,                0.93202,                0.63808,                0.71826,                 0.6157,                    nan,                    nan,                    nan,             0.00021607,             0.00021607,             0.00021607
                     79,                0.56743,                0.53394,                 1.1212,                 0.9577,                0.63082,                0.71891,                0.61904,                    nan,                    nan,                    nan,             0.00020707,             0.00020707,             0.00020707
                     80,                0.56681,                0.51764,                 1.1237,                0.94465,                 0.6426,                0.73147,                0.62971,                    nan,                    nan,                    nan,             0.00019807,             0.00019807,             0.00019807
                     81,                0.55959,                0.51053,                 1.1225,                0.95044,                0.63285,                0.72353,                0.62275,                    nan,                    nan,                    nan,             0.00018907,             0.00018907,             0.00018907
                     82,                0.56007,                0.52347,                 1.1206,                0.95172,                0.64948,                 0.7348,                0.63435,                    nan,                    nan,                    nan,             0.00018007,             0.00018007,             0.00018007
                     83,                0.55056,                0.52072,                 1.1194,                0.94547,                0.64383,                0.73335,                0.63442,                    nan,                    nan,                    nan,             0.00017107,             0.00017107,             0.00017107
                     84,                0.54679,                0.50477,                 1.1133,                0.97801,                0.64087,                0.72704,                0.62794,                    nan,                    nan,                    nan,             0.00016207,             0.00016207,             0.00016207
                     85,                 0.5367,                0.48764,                 1.0988,                 0.9455,                0.64612,                0.72574,                0.62735,                    nan,                    nan,                    nan,             0.00015308,             0.00015308,             0.00015308
                     86,                0.52757,                0.48936,                 1.0962,                0.95228,                0.64727,                0.72898,                0.62963,                    nan,                    nan,                    nan,             0.00014408,             0.00014408,             0.00014408
                     87,                0.51819,                0.47708,                 1.0914,                0.96892,                0.63546,                0.73476,                0.63625,                    nan,                    nan,                    nan,             0.00013508,             0.00013508,             0.00013508
                     88,                 0.5125,                 0.4897,                 1.0859,                  0.946,                0.64687,                0.73277,                0.63625,                    nan,                    nan,                    nan,             0.00012608,             0.00012608,             0.00012608
                     89,                0.52155,                0.48384,                 1.0959,                0.91301,                 0.6558,                0.73295,                0.63706,                    nan,                    nan,                    nan,             0.00011708,             0.00011708,             0.00011708
                     90,                0.50089,                0.46031,                 1.0731,                0.93283,                 0.6504,                0.73156,                0.63148,                    nan,                    nan,                    nan,             0.00010808,             0.00010808,             0.00010808
                     91,                0.37489,                0.33048,                0.99595,                 0.9443,                0.63952,                0.73571,                0.63405,                    nan,                    nan,                    nan,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     92,                0.35639,                0.29712,                0.97668,                0.94049,                0.64425,                0.73549,                0.63842,                    nan,                    nan,                    nan,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     93,                0.35678,                0.29236,                0.98309,                0.93226,                0.64497,                 0.7326,                0.63669,                    nan,                    nan,                    nan,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     94,                0.34219,                0.28502,                0.96222,                0.91035,                 0.6481,                0.72752,                0.63279,                    nan,                    nan,                    nan,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     95,                0.33201,                0.27455,                0.95895,                0.94635,                0.64775,                0.73401,                0.64033,                    nan,                    nan,                    nan,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     96,                0.32376,                 0.2703,                0.95288,                0.96218,                0.64203,                0.73532,                0.64329,                    nan,                    nan,                    nan,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     97,                 0.3182,                0.25667,                0.94712,                0.93022,                0.64826,                0.73765,                0.64368,                    nan,                    nan,                    nan,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     98,                0.31463,                0.25785,                0.94831,                0.92962,                0.65156,                 0.7385,                0.64467,                    nan,                    nan,                    nan,             3.6087e-05,             3.6087e-05,             3.6087e-05
                     99,                0.30332,                0.24994,                0.93959,                0.95985,                0.64237,                0.73692,                0.64272,                    nan,                    nan,                    nan,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    100,                0.30451,                  0.249,                0.93749,                0.97342,                0.63392,                0.73646,                0.64515,                    nan,                    nan,                    nan,             1.8089e-05,             1.8089e-05,             1.8089e-05
